2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Data.Desktop.v23.2.xml
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Data.v23.2.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Data.v23.2.xml
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.DataAccess.v23.2.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.DataAccess.v23.2.xml
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.DataVisualization.v23.2.Core.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Dialogs.v23.2.Core.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Drawing.v23.2.dll
2026-09-10 11:46:51 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Drawing.v23.2.xml
2026-09-10 11:46:51 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Office.v23.2.Core.dll
2026-09-10 11:46:51 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Office.v23.2.Core.xml
2026-09-10 11:46:51 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Pdf.v23.2.Core.dll
2026-09-10 11:46:51 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Pdf.v23.2.Core.xml
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Pdf.v23.2.Drawing.dll
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Pdf.v23.2.Drawing.xml
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.PivotGrid.v23.2.Core.dll
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.PivotGrid.v23.2.Core.xml
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Printing.v23.2.Core.dll
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Printing.v23.2.Core.xml
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.RichEdit.v23.2.Core.dll
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.RichEdit.v23.2.Core.xml
2026-09-10 11:46:52 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Sparkline.v23.2.Core.dll
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Sparkline.v23.2.Core.xml
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Utils.v23.2.dll
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Utils.v23.2.xml
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Xpo.v23.2.dll
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Xpo.v23.2.xml
2026-09-10 11:46:53 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.XtraBars.v23.2.dll
2026-09-10 11:46:54 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.XtraBars.v23.2.xml
